message_key,english,current_translation,reviewer,status,proposed_translation,notes
ui.priority.order.for.transcription.the.first.that.can.run.1e0d628e,Priority order for transcription; the first that can run is used.,ട്രാൻസ്ക്രിപ്ഷന്റെ മുൻഗണനാക്രമം; ആദ്യം പ്രവർത്തിക്കാവുന്ന ദാതാവിനെ ഉപയോഗിക്കുന്നു.,,Pending,,
field.user.riskLevel.option.privileged,Privileged,പ്രത്യേക അധികാരമുള്ളത്,,Pending,,
Problem definition,Problem definition,പ്രശ്ന നിർവചനം,,Pending,,
Problems addressed,Problems addressed,കൈകാര്യം ചെയ്ത പ്രശ്നങ്ങൾ,,Pending,,
Procedure / Pre-op,Procedure / Pre-op,നടപടിക്രമം / ശസ്ത്രക്രിയയ്ക്ക് മുമ്പ്,,Pending,,
menu.payroll.pay-processing.label,Processing,പ്രക്രിയകൾ,,Pending,,
ui.processing.region.cb8e4a86,Processing region,പ്രോസസ്സിംഗ് മേഖല,,Pending,,
menu.supply.procurement.label,Procurement,വാങ്ങൽ നിർവഹണം,,Pending,,
menu.supply.procurement-worklist.label,Procurement Worklist,വാങ്ങൽ പ്രവൃത്തിപ്പട്ടിക,,Pending,,
page.supply-dashboard.subtitle,"Procurement, inventory, warehouses, logistics and supplier collaboration","വാങ്ങൽ, സ്റ്റോക്ക്, വെയർഹൗസുകൾ, ചരക്കുനീക്കം, വിതരണക്കാരുമായുള്ള സഹകരണം",,Pending,,
menu.sales.product-master.label,Product Master,ഉൽപ്പന്നങ്ങളുടെ പട്ടിക,,Pending,,
ui.product.documentation.2e646170,Product documentation,ഉൽപ്പന്ന ഡോക്യുമെന്റേഷൻ,,Pending,,
api.message.c6e7afb093a6,Product is unavailable.,ഉൽപ്പന്നം ലഭ്യമല്ല.,,Pending,,
ui.products.services.quantities.rates.discounts.and.line.le.b26c843c,"Products, services, quantities, rates, discounts and line-level tax.","ഉൽപ്പന്നങ്ങൾ, സേവനങ്ങൾ, അളവുകൾ, നിരക്കുകൾ, കിഴിവുകൾ, ഇനം തിരിച്ചുള്ള നികുതി.",,Pending,,
Professional,Professional,പ്രൊഫഷണൽ,,Pending,,
Profile,Profile,പ്രൊഫൈൽ,,Pending,,
menu.finance.profit-loss.label,Profit & Loss,ലാഭവും നഷ്ടവും,,Pending,,
Prompt id,Prompt id,പ്രോംപ്റ്റ് ഐഡി,,Pending,,
ui.prompts.5f2e66e6,Prompts,പ്രോംപ്റ്റുകൾ,,Pending,,
Proposes codes from this service's catalogue for the documented problem. It selects from a supplied list and cannot invent a code; nothing is applied until you accept it.,Proposes codes from this service's catalogue for the documented problem. It selects from a supplied list and cannot invent a code; nothing is applied until you accept it.,രേഖപ്പെടുത്തിയ പ്രശ്നത്തിന് സേവനപ്പട്ടികയിൽ നിന്ന് കോഡുകൾ നിർദേശിക്കുന്നു. നൽകിയ പട്ടികയിൽ നിന്ന് തിരഞ്ഞെടുക്കുന്നു; കോഡ് സൃഷ്ടിക്കില്ല. അംഗീകരിക്കുന്നതുവരെ ഒന്നും പ്രയോഗിക്കില്ല.,,Pending,,
"Proposes orders from this service's orderable catalogue for the documented problem. Selection only, never invention, and nothing is placed until you accept it.","Proposes orders from this service's orderable catalogue for the documented problem. Selection only, never invention, and nothing is placed until you accept it.",രേഖപ്പെടുത്തിയ പ്രശ്നത്തിന് സേവനത്തിന്റെ ഓർഡർ പട്ടികയിൽ നിന്ന് നിർദേശിക്കുന്നു. തിരഞ്ഞെടുപ്പ് മാത്രം; പുതിയത് സൃഷ്ടിക്കില്ല. അംഗീകരിക്കുന്നതുവരെ ഓർഡർ നൽകില്ല.,,Pending,,
Prototype audit,Prototype audit,പ്രോട്ടോടൈപ്പ് ഓഡിറ്റ്,,Pending,,
api.message.e4bbf47958bf,Provide 1–500 mapped rows with cells up to 4000 characters.,1–500 മാപ്പ് ചെയ്ത വരികൾ നൽകുക; ഓരോ സെല്ലിലും പരമാവധി 4000 അക്ഷരങ്ങൾ.,,Pending,,
"Provide item codes, descriptions, positive quantities and valid prices, discounts and tax rates.","Provide item codes, descriptions, positive quantities and valid prices, discounts and tax rates.","ഇനങ്ങളുടെ കോഡുകൾ, വിവരണങ്ങൾ, പോസിറ്റീവ് അളവുകൾ, സാധുവായ വിലകൾ, കിഴിവുകൾ, നികുതി നിരക്കുകൾ നൽകുക.",,Pending,,
ui.provider.and.model.b9fdc888,Provider and model,ദാതാവും മോഡലും,,Pending,,
ui.provider.credential.a97d8364,Provider credential,ദാതാവിന്റെ പ്രവേശന വിവരങ്ങൾ,,Pending,,
ui.provider.id.c03102a8,Provider id,ദാതാവിന്റെ ഐഡി,,Pending,,
ui.provider.label.96cd4b4a,Provider label,ദാതാവിന്റെ ലേബൽ,,Pending,,
ui.provider.trains.on.content.0e91e306,Provider trains on content,ദാതാവ് ഉള്ളടക്കം ഉപയോഗിച്ച് പരിശീലിപ്പിക്കുന്നു,,Pending,,
page.ai-administration.subtitle,"Provider, credential, limits and prompts for this tenant's assistant.","ഈ ടെനന്റിന്റെ അസിസ്റ്റന്റിനുള്ള ദാതാവ്, പ്രവേശന വിവരങ്ങൾ, പരിധികൾ, പ്രോംപ്റ്റുകൾ.",,Pending,,
Psychiatry,Psychiatry,മനോരോഗ വിഭാഗം,,Pending,,
Psychomotor activity,Psychomotor activity,മനോചലന പ്രവർത്തനം,,Pending,,
Psychotropic response and side-effect review,Psychotropic response and side-effect review,മാനസിക മരുന്നുകളുടെ പ്രതികരണവും പാർശ്വഫലങ്ങളും പരിശോധിക്കൽ,,Pending,,
field.consultation.pulse.label,Pulse (bpm),നാഡിമിടിപ്പ് (മിനിറ്റിൽ),,Pending,,
menu.supply.purchase-order.label,Purchase Order,വാങ്ങൽ ഓർഡർ,,Pending,,
menu.supply.purchase-requisition.label,Purchase Requisition,വാങ്ങൽ അപേക്ഷ,,Pending,,
ui.purchase.order.reference.ca2589cc,Purchase order reference,വാങ്ങൽ ഓർഡർ റഫറൻസ്,,Pending,,
menu.pharmacy.rx-buy.label,Purchasing,വാങ്ങൽ,,Pending,,
field.hr-dashboard.description.placeholder,"Purpose, business rules and notes","ഉദ്ദേശ്യം, ബിസിനസ് നിയമങ്ങൾ, കുറിപ്പുകൾ",,Pending,,
field.customer.country.option.QA,Qatar,ഖത്തർ,,Pending,,
Qty,Qty,അളവ്,,Pending,,
column.supplier-fin-master.quality.label,Quality,ഗുണനിലവാരം,,Pending,,
Quantity,Quantity,അളവ്,,Pending,,
Quarter to date,Quarter to date,ഈ ത്രൈമാസം ഇതുവരെ,,Pending,,
Quarter-end close opens Monday,Quarter-end close opens Monday,ത്രൈമാസ സമാപനം തിങ്കളാഴ്ച ആരംഭിക്കുന്നു,,Pending,,
Quarterly,Quarterly,ത്രൈമാസം,,Pending,,
Question requiring an opinion,Question requiring an opinion,അഭിപ്രായം ആവശ്യമുള്ള ചോദ്യം,,Pending,,
ui.quick.actions.1810407f,Quick actions,ദ്രുത നടപടികൾ,,Pending,,
ui.quick.view.style.c03cba44,Quick view style,ദ്രുത കാഴ്ച ശൈലി,,Pending,,
menu.sales.quotation.label,Quotation,വില നിർദേശം,,Pending,,
Quotes awaiting approval,Quotes awaiting approval,അംഗീകാരം കാത്തിരിക്കുന്ന ക്വട്ടേഷനുകൾ,,Pending,,
module.pharmacy.shortLabel,RX,ഫാർമസി,,Pending,,
Radiation,Radiation,വേദന പടരൽ,,Pending,,
Rail,Rail,സൈഡ് റെയിൽ,,Pending,,
ui.rail.theme.a27ee6fb,Rail theme,റെയിൽ തീം,,Pending,,
ui.rail.tone.ef511345,Rail tone,റെയിൽ വർണ്ണശൈലി,,Pending,,
ui.rail.tabs.and.wizard.render.the.same.section.and.field.d.8726fb58,"Rail, tabs and wizard render the same section and field definitions.","റെയിൽ, ടാബുകൾ, വിസാർഡ് എന്നിവ ഒരേ വിഭാഗങ്ങളും ഫീൽഡുകളും കാണിക്കുന്നു.",,Pending,,
Rate,Rate,നിരക്ക്,,Pending,,
api.message.5bc34a9bf060,Rate limit reached.,അഭ്യർത്ഥന പരിധിയിലെത്തി.,,Pending,,
Raw materials,Raw materials,അസംസ്കൃത വസ്തുക്കൾ,,Pending,,
ui.read.only.for.this.session.0fce39ec,Read only for this session.,ഈ സെഷനിൽ വായിക്കാൻ മാത്രം.,,Pending,,
Readiness,Readiness,സന്നദ്ധത,,Pending,,
"Reads the headline figures on this dashboard — their values, movement and footnotes — and explains what they say together.","Reads the headline figures on this dashboard — their values, movement and footnotes — and explains what they say together.","ഡാഷ്ബോർഡിലെ പ്രധാന കണക്കുകൾ, മാറ്റങ്ങൾ, കുറിപ്പുകൾ എന്നിവ വായിച്ച് അവയുടെ സംയുക്ത അർത്ഥം വിശദീകരിക്കുന്നു.",,Pending,,
Reads the rows currently in the report — actual against previous and budget — and summarises where the movement is.,Reads the rows currently in the report — actual against previous and budget — and summarises where the movement is.,"റിപ്പോർട്ടിലെ നിലവിലെ വരികളിൽ യഥാർത്ഥം, മുൻകാലം, ബജറ്റ് എന്നിവ താരതമ്യം ചെയ്ത് മാറ്റങ്ങൾ സംഗ്രഹിക്കുന്നു.",,Pending,,
"Reads the unread items in this list — their subject, preview and age — and tells you what is waiting and what looks urgent.","Reads the unread items in this list — their subject, preview and age — and tells you what is waiting and what looks urgent.","വായിക്കാത്ത ഇനങ്ങളുടെ വിഷയം, പ്രിവ്യൂ, പഴക്കം എന്നിവ വായിച്ച് കാത്തിരിക്കുന്നതും അടിയന്തരമായതും വ്യക്തമാക്കുന്നു.",,Pending,,
ui.ready.5fa7aac5,Ready,തയ്യാർ,,Pending,,
Ready for attestation,Ready for attestation,സാക്ഷ്യപ്പെടുത്താൻ തയ്യാറാണ്,,Pending,,
field.user.notes.placeholder,"Reason, restrictions, dependencies or handover notes","കാരണം, നിയന്ത്രണങ്ങൾ, ആശ്രിതത്വങ്ങൾ, കൈമാറ്റ കുറിപ്പുകൾ",,Pending,,
ui.recalculate.costs.2075b9f0,Recalculate costs,ചെലവുകൾ വീണ്ടും കണക്കാക്കുക,,Pending,,
Receipt,Receipt,രസീത്,,Pending,,
Receipt Entry,Receipt Entry,രസീത് എൻട്രി,,Pending,,
ui.receipts.deposits.credit.applications.and.outstanding.ba.7b311f16,"Receipts, deposits, credit applications and outstanding balance.","രസീതുകൾ, നിക്ഷേപങ്ങൾ, ക്രെഡിറ്റ് വിനിയോഗം, അടയ്ക്കാനുള്ള തുക.",,Pending,,
Receivables,Receivables,കിട്ടാനുള്ള തുകകൾ,,Pending,,
menu.finance.receivables-worklist.label,Receivables Worklist,ലഭിക്കാനുള്ള തുകയുടെ പട്ടിക,,Pending,,
menu.supply.receiving-worklist.label,Receiving Worklist,സ്വീകരിക്കൽ പ്രവൃത്തിപ്പട്ടിക,,Pending,,
Receiving exceptions,Receiving exceptions,സ്വീകരണ അപവാദങ്ങൾ,,Pending,,
ui.recent.panel.changes.newest.first.43be1f92,"Recent panel changes, newest first.","പാനലിലെ സമീപകാല മാറ്റങ്ങൾ, പുതിയത് ആദ്യം.",,Pending,,
Recent weight change,Recent weight change,അടുത്തിടെയുള്ള ഭാരംമാറ്റം,,Pending,,
ui.recipients.1e8568a8,Recipients,സ്വീകർത്താക്കൾ,,Pending,,
Reconciled to date,Reconciled to date,ഇതുവരെ പൊരുത്തപ്പെടുത്തി,,Pending,,
menu.pharmacy.controlled-reconciliation.label,Reconciliation,അനുരഞ്ജനം,,Pending,,
ui.reconfigure.7458d4f3,Reconfigure,വീണ്ടും ക്രമീകരിക്കുക,,Pending,,
column.hr-dashboard.id.label,Record ID,റെക്കോർഡ് ഐഡി,,Pending,,
ui.record.again.eb8d93c6,Record again,വീണ്ടും റെക്കോർഡ് ചെയ്യുക,,Pending,,
Record approval,Record approval,രേഖയുടെ അംഗീകാരം,,Pending,,
ui.record.code.23b720ff,Record code,രേഖയുടെ കോഡ്,,Pending,,
ui.record.form.style.3f7e4a31,Record form style,റെക്കോർഡ് ഫോം ശൈലി,,Pending,,
ui.record.forms.labels.inputs.and.section.text.02bb0bea,"Record forms: labels, inputs and section text.","റെക്കോർഡ് ഫോമുകൾ: ലേബലുകൾ, ഇൻപുട്ടുകൾ, വിഭാഗങ്ങളിലെ വാചകം.",,Pending,,
api.message.6ffa5ad70d74,Record no longer exists.,റെക്കോർഡ് ഇനി നിലവിലില്ല.,,Pending,,
field.user.owner.label,Record owner,രേഖയുടെ ഉടമ,,Pending,,
api.message.a0ed214592c6,Record panels could not be saved. Retry the operation.,റെക്കോർഡ് പാനലുകൾ സംരക്ഷിക്കാനായില്ല. വീണ്ടും ശ്രമിക്കുക.,,Pending,,
ui.record.payment.1ef3fba4,Record payment,പണമടയ്ക്കൽ രേഖപ്പെടുത്തുക,,Pending,,
ui.record.sections.6be029e5,Record sections,റെക്കോർഡ് വിഭാഗങ്ങൾ,,Pending,,
ui.record.summary.8507711f,Record summary,റെക്കോർഡ് സംഗ്രഹം,,Pending,,
ui.record.supporting.information.a40993f1,Record supporting information,രേഖയുടെ അനുബന്ധ വിവരങ്ങൾ,,Pending,,
Recording,Recording,റെക്കോർഡ് ചെയ്യുന്നു,,Pending,,
Records reviewed,Records reviewed,പരിശോധിച്ച രേഖകൾ,,Pending,,
Recovery draft could not be removed,Recovery draft could not be removed,വീണ്ടെടുക്കൽ ഡ്രാഫ്റ്റ് നീക്കാനായില്ല,,Pending,,
ui.recovery.draft.saved.record.has.unsaved.changes.a3d2d0f5,Recovery draft saved · record has unsaved changes,വീണ്ടെടുക്കൽ ഡ്രാഫ്റ്റ് സംരക്ഷിച്ചു · രേഖയിൽ സംരക്ഷിക്കാത്ത മാറ്റങ്ങളുണ്ട്,,Pending,,
Reduced motion,Reduced motion,കുറഞ്ഞ ചലനം,,Pending,,
Reference,Reference,റഫറൻസ്,,Pending,,
Reference:,Reference:,റഫറൻസ്:,,Pending,,
ui.reference.66d13194,Reference: ,റഫറൻസ്: ,,Pending,,
ui.references.69824d3b,References,റഫറൻസുകൾ,,Pending,,
field.consultation.outcome.option.Referred%20for%20imaging,Referred for imaging,ഇമേജിംഗിന് റഫർ ചെയ്തു,,Pending,,
field.consultation.outcome.option.Referred%20to%20specialist,Referred to specialist,സ്പെഷ്യലിസ്റ്റിന് റഫർ ചെയ്തു,,Pending,,
Refine with filters,Refine with filters,ഫിൽട്ടറുകൾ ഉപയോഗിച്ച് മെച്ചപ്പെടുത്തുക,,Pending,,
ui.refresh.0e916101,Refresh,പുതുക്കുക,,Pending,,
ui.refresh.approvals.fe2ff673,Refresh approvals,അംഗീകാരങ്ങൾ പുതുക്കുക,,Pending,,
ui.refresh.panels.171a4cfd,Refresh panels,പാനലുകൾ പുതുക്കുക,,Pending,,
ui.refresh.results.04cc9c1a,Refresh results,ഫലങ്ങൾ പുതുക്കുക,,Pending,,
ui.region.uae.north.ed499433,Region UAE North,യുഎഇ വടക്കൻ മേഖല,,Pending,,
field.customer.legalName.placeholder,Registered company or person,രജിസ്റ്റർ ചെയ്ത കമ്പനി അല്ലെങ്കിൽ വ്യക്തി,,Pending,,
menu.healthcare.hc-registry.label,Registry,രജിസ്ട്രി,,Pending,,
ui.reject.ab604a36,Reject,നിരസിക്കുക,,Pending,,
ui.reject.selected.7237aa41,Reject selected,തിരഞ്ഞെടുത്തവ നിരസിക്കുക,,Pending,,
api.approval.rejected,Rejected,നിരസിച്ചു,,Pending,,
ui.related.page.bc7a46d5,Related page,ബന്ധപ്പെട്ട പേജ്,,Pending,,
ui.related.record.id.2def8f74,Related record ID,ബന്ധപ്പെട്ട രേഖയുടെ ഐഡി,,Pending,,
Related records,Related records,ബന്ധപ്പെട്ട രേഖകൾ,,Pending,,
ui.relationship.label.e30c78d5,Relationship label,ബന്ധത്തിന്റെ പേര്,,Pending,,
field.consultation.pastHistory.label,Relevant past history,പ്രസക്തമായ മുൻകാല ചരിത്രം,,Pending,,
ui.reload.bdc090ec,Reload,വീണ്ടും ലോഡ് ചെയ്യുക,,Pending,,
ui.reload.views.99af1a0f,Reload views,കാഴ്ചകൾ വീണ്ടും ലോഡ് ചെയ്യുക,,Pending,,
ui.remember.filters.and.search.e050a77f,Remember filters and search,ഫിൽട്ടറുകളും തിരച്ചിലും ഓർത്തുവയ്ക്കുക,,Pending,,
ui.remove.c3812fc4,Remove,നീക്കം ചെയ്യുക,,Pending,,
ui.remove.item.5a89edf2,Remove item,ഇനം നീക്കം ചെയ്യുക,,Pending,,
ui.remove.stage.1c2a084f,Remove stage,ഘട്ടം നീക്കുക,,Pending,,
ui.remove.this.item.b8391ef4,Remove this item?,ഈ ഇനം നീക്കം ചെയ്യണോ?,,Pending,,
Remove {item},Remove {item},{item} നീക്കം ചെയ്യുക,,Pending,,
api.message.d936ebd439a1,Removed an item from attachments,അറ്റാച്ച്മെന്റുകളിൽ നിന്ന് ഇനം നീക്കി,,Pending,,
api.message.4d1afdd96c0d,Removed an item from comments,കുറിപ്പുകളിൽ നിന്ന് ഇനം നീക്കി,,Pending,,
api.message.311d1fb6d240,Removed an item from related,ബന്ധപ്പെട്ട റെക്കോർഡുകളിൽ നിന്ന് ഇനം നീക്കി,,Pending,,
ui.rename.3064d79a,Rename,പേരുമാറ്റുക,,Pending,,
Rename view,Rename view,കാഴ്ചയുടെ പേര് മാറ്റുക,,Pending,,
"Rendered from the central page registry using the shared shell, theme, access and preference contracts.","Rendered from the central page registry using the shared shell, theme, access and preference contracts.","പങ്കിട്ട ഷെൽ, തീം, പ്രവേശനം, മുൻഗണനകൾ എന്നിവ ഉപയോഗിച്ച് കേന്ദ്ര പേജ് രജിസ്ട്രിയിൽ നിന്ന് പ്രദർശിപ്പിക്കുന്നു.",,Pending,,
Renewal actions,Renewal actions,പുതുക്കൽ നടപടികൾ,,Pending,,
Renewal risk increased,Renewal risk increased,പുതുക്കലിന്റെ അപകടസാധ്യത വർധിച്ചു,,Pending,,
menu.supply.reorder-rules.label,Reorder Rules,പുനഃ ഓർഡർ നിയമങ്ങൾ,,Pending,,
menu.supply.reorder-worklist.label,Reorder Worklist,പുനഃ ഓർഡർ പട്ടിക,,Pending,,
column.product-master.reorder.label,Reorder level,വീണ്ടും ഓർഡർ ചെയ്യേണ്ട നില,,Pending,,
Reorder proposal generated,Reorder proposal generated,വീണ്ടും ഓർഡർ നിർദേശം സൃഷ്ടിച്ചു,,Pending,,
Reorder proposals,Reorder proposals,വീണ്ടും ഓർഡർ നിർദേശങ്ങൾ,,Pending,,
ui.replace.95e15439,Replace,മാറ്റിസ്ഥാപിക്കുക,,Pending,,
Reply not sent,Reply not sent,മറുപടി അയച്ചില്ല,,Pending,,
Reply to,Reply to,മറുപടി നൽകുന്നത്,,Pending,,
ui.reply.to.ec06f3d2,Reply to ,മറുപടി നൽകുന്നത് ,,Pending,,
ui.report.intelligence.94f0b3e2,Report intelligence,റിപ്പോർട്ട് വിശകലനം,,Pending,,
Report refreshed,Report refreshed,റിപ്പോർട്ട് പുതുക്കി,,Pending,,
Report scheduled,Report scheduled,റിപ്പോർട്ട് ഷെഡ്യൂൾ ചെയ്തു,,Pending,,
Report view,Report view,റിപ്പോർട്ട് കാഴ്ച,,Pending,,
Reported mood,Reported mood,റിപ്പോർട്ട് ചെയ്ത മാനസികാവസ്ഥ,,Pending,,
Reports,Reports,റിപ്പോർട്ടുകൾ,,Pending,,
Reproductive and antenatal preventive review,Reproductive and antenatal preventive review,പ്രത്യുൽപാദന ഗർഭകാല പ്രതിരോധ പരിശോധന,,Pending,,
field.user.ticket.label,Request / ticket reference,അഭ്യർത്ഥന / ടിക്കറ്റ് റഫറൻസ്,,Pending,,
ui.request.changes.cb5d9f98,Request changes,മാറ്റങ്ങൾ ആവശ്യപ്പെടുക,,Pending,,
ui.request.changes.for.selected.fcb2ba25,Request changes for selected,തിരഞ്ഞെടുത്തവയിൽ മാറ്റങ്ങൾ ആവശ്യപ്പെടുക,,Pending,,
api.error.unknown,Request failed: {detail},അഭ്യർത്ഥന പരാജയപ്പെട്ടു: {detail},,Pending,,
ui.requests.per.minute.aa6d477f,Requests per minute,മിനിറ്റിലെ അഭ്യർത്ഥനകൾ,,Pending,,
ui.requests.this.minute.4eeda76c,Requests this minute,ഈ മിനിറ്റിലെ അഭ്യർത്ഥനകൾ,,Pending,,
field.user.mfa.label,Require multi-factor authentication,ബഹുഘട്ട പ്രാമാണീകരണം ആവശ്യപ്പെടുക,,Pending,,
Required,Required,നിർബന്ധം,,Pending,,
column.sales-dashboard.requestedDate.label,Required date,ആവശ്യമായ തീയതി,,Pending,,
Required fields,Required fields,നിർബന്ധമായ ഫീൽഡുകൾ,,Pending,,
Requires the correct age and sex reference dataset.,Requires the correct age and sex reference dataset.,ശരിയായ പ്രായ ലിംഗ റഫറൻസ് ഡാറ്റ ആവശ്യമാണ്.,,Pending,,
menu.pharmacy.pharmacy-requisition.label,Requisitions,വാങ്ങൽ അപേക്ഷകൾ,,Pending,,
Requisitions to approve,Requisitions to approve,അംഗീകരിക്കേണ്ട ആവശ്യങ്ങൾ,,Pending,,
Reserved,Reserved,മാറ്റിവച്ചത്,,Pending,,
ui.reset.daee7606,Reset,പുനഃസജ്ജമാക്കുക,,Pending,,
Reset preferences,Reset preferences,മുൻഗണനകൾ പുനഃസജ്ജമാക്കുക,,Pending,,
ui.resize.the.split.206f7291,Resize the split,വിഭജനത്തിന്റെ വലുപ്പം മാറ്റുക,,Pending,,
Respiratory,Respiratory,ശ്വസന സംബന്ധമായത്,,Pending,,
column.patient-master.clinician.label,Responsible clinician,ഉത്തരവാദിയായ ചികിത്സകൻ,,Pending,,
ui.restore.defaults.602f8e63,Restore defaults,ഡിഫോൾട്ടുകൾ പുനഃസ്ഥാപിക്കുക,,Pending,,
ui.restore.draft.a86e1a9f,Restore draft,ഡ്രാഫ്റ്റ് പുനഃസ്ഥാപിക്കുക,,Pending,,
ui.restoring.your.session.62e28512,Restoring your session…,നിങ്ങളുടെ സെഷൻ പുനഃസ്ഥാപിക്കുന്നു…,,Pending,,
field.hr-dashboard.tags.option.restricted,Restricted,നിയന്ത്രിതം,,Pending,,
ui.resubmit.saved.record.5678154a,Resubmit saved record,സംരക്ഷിച്ച രേഖ വീണ്ടും സമർപ്പിക്കുക,,Pending,,
ui.result.table.size.12687643,Result / table size,ഫലം / പട്ടിക വലുപ്പം,,Pending,,
ui.result.view.b2f96cd9,Result view,ഫല കാഴ്ച,,Pending,,
ui.results.219c4a6c,Results,ഫലങ്ങൾ,,Pending,,
ui.resume.d640c742,Resume,പുനരാരംഭിക്കുക,,Pending,,
ui.resume.import.f12822f9,Resume import,ഇറക്കുമതി തുടരുക,,Pending,,
Retail,Retail,ചില്ലറ,,Pending,,
ui.retention.and.data.sharing.b44d2e81,Retention and data sharing,ഡാറ്റ സൂക്ഷിക്കലും പങ്കിടലും,,Pending,,
ui.retention.class.846c053a,Retention class,സൂക്ഷിക്കൽ വിഭാഗം,,Pending,,
ui.retention.period.50d23b55,Retention period,സൂക്ഷിക്കുന്ന കാലയളവ്,,Pending,,
Retro calculation complete,Retro calculation complete,മുൻകാല കണക്കുകൂട്ടൽ പൂർത്തിയായി,,Pending,,
ui.retry.942087cc,Retry,വീണ്ടും ശ്രമിക്കുക,,Pending,,
ui.retry.approval.action.d14a0834,Retry approval action,അംഗീകാര നടപടി വീണ്ടും ശ്രമിക്കുക,,Pending,,
ui.retry.change.b38331b5,Retry change,മാറ്റം വീണ്ടും ശ്രമിക്കുക,,Pending,,
ui.retry.failed.rows.6160b90e,Retry failed rows,പരാജയപ്പെട്ട വരികൾ വീണ്ടും ശ്രമിക്കുക,,Pending,,
ui.reusable.select.8715bdac,Reusable select,വീണ്ടും ഉപയോഗിക്കാവുന്ന തിരഞ്ഞെടുപ്പ്,,Pending,,
ui.reusable.text.input.5e2c4d45,Reusable text input,വീണ്ടും ഉപയോഗിക്കാവുന്ന ടെക്സ്റ്റ് ഇൻപുട്ട്,,Pending,,
page.revenue-report.title,Revenue Analysis,വരുമാന വിശകലനം,,Pending,,
section.healthcare.hc-revenue.label,Revenue Cycle,വരുമാന ചക്രം,,Pending,,
Revenue MTD,Revenue MTD,ഈ മാസം ഇതുവരെയുള്ള വരുമാനം,,Pending,,
menu.sales.revenue-report.label,Revenue Report,വരുമാന റിപ്പോർട്ട്,,Pending,,
ui.reverse.charge.applies.7b445318,Reverse charge applies,റിവേഴ്സ് ചാർജ് ബാധകം,,Pending,,
ui.review.aff0766a,Review,പരിശോധന,,Pending,,
ui.review.sign.5fdebe08,Review & sign,പരിശോധിച്ച് ഒപ്പിടുക,,Pending,,
Review and sign,Review and sign,പരിശോധിച്ച് ഒപ്പിടുക,,Pending,,
ui.review.before.sending.ea5feec7,Review before sending,അയയ്ക്കുന്നതിനു മുമ്പ് പരിശോധിക്കുക,,Pending,,
ui.review.complete.73e01b91,Review complete,അവലോകനം പൂർത്തിയായി,,Pending,,
ui.review.latest.version.c57df6b5,Review latest version,ഏറ്റവും പുതിയ പതിപ്പ് പരിശോധിക്കുക,,Pending,,
ui.review.the.errors.below.confirmation.imports.only.valid.f560aca8,Review the errors below. Confirmation imports only valid rows; invalid rows remain excluded.,താഴെയുള്ള പിശകുകൾ പരിശോധിക്കുക. സ്ഥിരീകരിച്ചാൽ സാധുവായ വരികൾ മാത്രം ഇറക്കുമതി ചെയ്യും; അസാധു വരികൾ ഒഴിവാക്കും.,,Pending,,
ui.review.the.saved.record.before.deciding.approval.stages.4091af11,Review the saved record before deciding. Approval stages run in order; requesters cannot approve their own submissions.,തീരുമാനത്തിന് മുമ്പ് സംരക്ഷിച്ച റെക്കോർഡ് പരിശോധിക്കുക. അംഗീകാര ഘട്ടങ്ങൾ ക്രമത്തിൽ നടക്കും; അപേക്ഷകർക്ക് സ്വന്തം അപേക്ഷ അംഗീകരിക്കാൻ കഴിയില്ല.,,Pending,,
Right,Right,വലത്,,Pending,,
ui.right.also.suits.right.to.left.languages.9850a688,Right also suits right-to-left languages,വലത്തുനിന്ന് ഇടത്തോട്ടുള്ള ഭാഷകൾക്കും വലതുവശം അനുയോജ്യം,,Pending,,
Right side panel,Right side panel,വലത് പാനൽ,,Pending,,
column.customer-master.risk.label,Risk,അപകടസാധ്യത,,Pending,,
Risk assessment,Risk assessment,അപകടസാധ്യതാ വിലയിരുത്തൽ,,Pending,,
Risk context,Risk context,അപകടസാധ്യതാ സാഹചര്യം,,Pending,,
"Risk factors, screening status, anticipatory guidance.","Risk factors, screening status, anticipatory guidance.","അപകടഘടകങ്ങൾ, സ്ക്രീനിംഗ് നില, മുൻകൂർ മാർഗനിർദേശം.",,Pending,,
Risk of complications or morbidity,Risk of complications or morbidity,സങ്കീർണ്ണതകളുടെയോ രോഗാവസ്ഥയുടെയോ അപകടസാധ്യത,,Pending,,
"Risk of patient MANAGEMENT decisions made at the encounter, including options considered and not selected.","Risk of patient MANAGEMENT decisions made at the encounter, including options considered and not selected.",സന്ദർശനത്തിലെ രോഗി പരിപാലന തീരുമാനങ്ങളുടെ അപകടസാധ്യത; പരിഗണിച്ചെങ്കിലും തിരഞ്ഞെടുക്കാത്ത ഓപ്ഷനുകൾ ഉൾപ്പെടെ.,,Pending,,
field.user.riskLevel.label,Risk profile,അപകടസാധ്യതാ വിവരങ്ങൾ,,Pending,,
field.customer.riskRating.label,Risk rating,അപകടസാധ്യതാ നിരക്ക്,,Pending,,
menu.hr.role-master.label,Role & Permission,റോളും അനുമതിയും,,Pending,,
section.user.access.description,"Role, branch and module entitlements. Changes are audited.","റോൾ, ശാഖ, മൊഡ്യൂൾ അനുമതികൾ. മാറ്റങ്ങൾ ഓഡിറ്റ് ചെയ്യപ്പെടും.",,Pending,,
ui.role.filtered.data.6fa4bb50,Role-filtered data,റോൾ അനുസരിച്ചുള്ള ഡാറ്റ,,Pending,,
