message_key,english,current_translation,reviewer,status,proposed_translation,notes
ui.number.format.457421f8,Number format,संख्या प्रारूप,,Pending,,
"Number only — 1,200","Number only — 1,200","केवल संख्या — 1,200",,Pending,,
menu.hr.hr-numbering.label,Numbering Rules,क्रमांकन नियम,,Pending,,
ui.numbers.currency.and.dates.4558a791,"Numbers, currency and dates","संख्याएँ, मुद्रा और तिथियाँ",,Pending,,
section.consultation.examination.description,Observations and findings recorded at the visit.,मुलाकात के दौरान दर्ज अवलोकन और निष्कर्ष।,,Pending,,
Obstetric,Obstetric,प्रसूति,,Pending,,
Obstetric and gynaecological examination,Obstetric and gynaecological examination,प्रसूति और स्त्री रोग परीक्षण,,Pending,,
Obstetric history,Obstetric history,प्रसूति इतिहास,,Pending,,
Obstetric risk assessment,Obstetric risk assessment,प्रसूति जोखिम मूल्यांकन,,Pending,,
Obstetrics & Gynaecology,Obstetrics & Gynaecology,प्रसूति और स्त्री रोग,,Pending,,
"Obstetrics & Gynaecology with a paediatric context may be adolescent gynaecology. Age, consent and privacy rules for the jurisdiction apply.","Obstetrics & Gynaecology with a paediatric context may be adolescent gynaecology. Age, consent and privacy rules for the jurisdiction apply.","बाल संदर्भ में स्त्री-प्रसूति किशोर स्त्री रोग हो सकता है। क्षेत्र के आयु, सहमति और गोपनीयता नियम लागू।",,Pending,,
Oct,Oct,अक्टूबर,,Pending,,
Oedema,Oedema,सूजन,,Pending,,
Off,Off,बंद,,Pending,,
ui.off.minimises.every.transition.and.motion.effect.c28a56d6,Off minimises every transition and motion effect,बंद करने पर सभी गति प्रभाव न्यूनतम होते हैं,,Pending,,
ui.off.ticks.once.a.minute.instead.of.every.second.e07c67a4,Off ticks once a minute instead of every second.,बंद होने पर हर सेकंड की जगह हर मिनट अपडेट।,,Pending,,
ui.off.truncates.a.long.cell.to.one.line.dfad076c,Off truncates a long cell to one line.,बंद होने पर लंबे सेल एक पंक्ति तक सीमित।,,Pending,,
ui.off.unbinds.them.entirely.so.the.keys.go.back.to.the.bro.75022fea,"Off unbinds them entirely, so the keys go back to the browser",बंद करने पर कुंजियाँ ब्राउज़र को लौटती हैं,,Pending,,
Off-formulary approval,Off-formulary approval,सूची बाहर दवा अनुमोदन,,Pending,,
Off-formulary approvals,Off-formulary approvals,सूची बाहर दवा अनुमोदन,,Pending,,
Offered with the conditions under which each applies,Offered with the conditions under which each applies,प्रत्येक की लागू शर्तों सहित,,Pending,,
Older Adult / Frailty,Older Adult / Frailty,वृद्ध / दुर्बलता,,Pending,,
"Older adult context: falls, cognition, function, polypharmacy, caregiver context and goals of care are surfaced.","Older adult context: falls, cognition, function, polypharmacy, caregiver context and goals of care are surfaced.","वृद्ध संदर्भ: गिरना, संज्ञान, कार्यक्षमता, बहुदवा, देखभालकर्ता और देखभाल लक्ष्य दिखते हैं।",,Pending,,
"Older or frail patients, or where mobility is a concern.","Older or frail patients, or where mobility is a concern.","वृद्ध या दुर्बल रोगी, या चलने की चिंता होने पर।",,Pending,,
On,On,चालू,,Pending,,
On Hold,On Hold,रोक पर,,Pending,,
column.drug-master.onHand.label,On hand,उपलब्ध स्टॉक,,Pending,,
field.hr-dashboard.status.option.On%20Hold,On hold,रोक पर,,Pending,,
ui.on.screen.at.once.9b5e8539,On screen at once,एक साथ स्क्रीन पर,,Pending,,
column.supplier-fin-master.onTime.label,On-time,समय पर,,Pending,,
ui.once.d88f6d83,Once,एक बार,,Pending,,
ui.one.configurable.interface.across.human.resources.financ.2e9ac658,"One configurable interface across human resources, finance, payroll, sales and supply chain.","मानव संसाधन, वित्त, वेतन, बिक्री और आपूर्ति श्रृंखला के लिए एक अनुकूलन योग्य इंटरफ़ेस।",,Pending,,
One or more chronic with exacerbation; or two or more stable chronic; or an undiagnosed new problem with uncertain prognosis,One or more chronic with exacerbation; or two or more stable chronic; or an undiagnosed new problem with uncertain prognosis,एक या अधिक बिगड़ते दीर्घकालिक रोग; या दो या अधिक स्थिर दीर्घकालिक रोग; या अनिश्चित पूर्वानुमान वाली नई अनिदानित समस्या,,Pending,,
One or more chronic with severe exacerbation; or one acute or chronic illness posing a threat to life or bodily function,One or more chronic with severe exacerbation; or one acute or chronic illness posing a threat to life or bodily function,एक या अधिक गंभीर रूप से बिगड़ते दीर्घकालिक रोग; या जीवन या शारीरिक कार्य को खतरा देने वाला तीव्र या दीर्घकालिक रोग,,Pending,,
ui.one.screen.composed.from.four.layers.the.same.engine.cov.b49b8112,"One screen, composed from four layers. The same engine covers every combination without a page per combination.","चार परतों से बनी एक स्क्रीन। एक ही इंजन हर संयोजन संभालता है, अलग पृष्ठ की ज़रूरत नहीं।",,Pending,,
One self-limited or minor problem,One self-limited or minor problem,एक स्वतः सीमित या मामूली समस्या,,Pending,,
api.message.d5f87f5a90d3,Only administrators can configure approval stages.,केवल प्रशासक अनुमोदन चरण निर्धारित कर सकते हैं।,,Pending,,
Only once a diagnosis supports classification.,Only once a diagnosis supports classification.,केवल निदान से वर्गीकरण समर्थित होने पर।,,Pending,,
api.message.f3921c40c436,Only the author or an administrator can remove this comment.,केवल लेखक या प्रशासक यह टिप्पणी हटा सकता है।,,Pending,,
ui.only.the.built.in.mock.transcriber.runs.in.this.build.th.99c7dabf,Only the built-in mock transcriber runs in this build. The other adapters are declared with their real call shapes and have never been exercised — a session on one reports that rather than producing a transcript.,इस बिल्ड में केवल अंतर्निहित नमूना ट्रांसक्राइबर चलता है। अन्य एडेप्टर वास्तविक कॉल रूप में घोषित हैं पर जाँचे नहीं गए; सत्र प्रतिलेख बनाने की जगह यह बताता है।,,Pending,,
api.message.433aafa9ce34,Only the requester can resubmit this record.,केवल अनुरोधकर्ता यह रिकॉर्ड दोबारा भेज सकता है।,,Pending,,
Only where the presentation meets the instrument's intended use.,Only where the presentation meets the instrument's intended use.,केवल जब लक्षण उपकरण के लक्षित उपयोग से मेल खाएँ।,,Pending,,
ui.open.ed077f3d,Open,खोलें,,Pending,,
ui.open.library.98c4cfdd,Open Library →,लाइब्रेरी खोलें →,,Pending,,
column.supplier-fin-master.openPO.label,Open POs,खुले खरीद आदेश,,Pending,,
ui.open.command.palette.c022b19a,Open command palette,कमांड पैलेट खोलें,,Pending,,
ui.open.customer.master.dd1e845d,Open customer master,ग्राहक मास्टर खोलें,,Pending,,
ui.open.documentation.61139361,Open documentation,दस्तावेज़ खोलें,,Pending,,
ui.open.documents.eadd61ba,Open documents,खुले दस्तावेज़,,Pending,,
ui.open.full.record.02ac0023,Open full record,पूरा रिकॉर्ड खोलें,,Pending,,
Open full worklist,Open full worklist,पूरी कार्यसूची खोलें,,Pending,,
ui.open.full.worklist.7b51e093,Open full worklist ,पूरी कार्यसूची खोलें ,,Pending,,
ui.open.in.its.own.window.53ac5453,Open in its own window,अपनी विंडो में खोलें,,Pending,,
Open my preferences,Open my preferences,मेरी प्राथमिकताएँ खोलें,,Pending,,
ui.open.notification.072eaf0e,Open notification,सूचना खोलें,,Pending,,
Open orders,Open orders,खुले ऑर्डर,,Pending,,
ui.open.page.af030334,Open page,पृष्ठ खोलें,,Pending,,
ui.open.page.helper.b4639461,Open page helper,पृष्ठ सहायक खोलें,,Pending,,
ui.open.page.or.command.2839f587,Open page or command,पृष्ठ या कमांड खोलें,,Pending,,
Open positions,Open positions,रिक्त पद,,Pending,,
ui.open.profile.menu.4a239d3d,Open profile menu,प्रोफ़ाइल मेनू खोलें,,Pending,,
Open purchase orders,Open purchase orders,खुले खरीद आदेश,,Pending,,
Open records in a new tab,Open records in a new tab,रिकॉर्ड नए टैब में खोलें,,Pending,,
Open records in place,Open records in place,रिकॉर्ड उसी स्थान पर खोलें,,Pending,,
ui.open.records.in.tabs.b10f3af8,Open records in tabs,रिकॉर्ड टैब में खोलें,,Pending,,
Open spreadsheet,Open spreadsheet,स्प्रेडशीट खोलें,,Pending,,
ui.open.the.ai.assistant.9ef7c20f,Open the AI assistant,एआई सहायक खोलें,,Pending,,
Open the command palette,Open the command palette,कमांड पैलेट खोलें,,Pending,,
Open the page helper,Open the page helper,पृष्ठ सहायक खोलें,,Pending,,
ui.open.the.record.12f0e64a,Open the record,रिकॉर्ड खोलें,,Pending,,
ui.open.what.this.is.about.b82f9382,Open what this is about,संबंधित रिकॉर्ड खोलें,,Pending,,
ui.open.windows.6cbd4f67,Open windows,खुली विंडो,,Pending,,
ui.opening.the.saved.view.ae578a48,Opening the saved view…,सहेजा दृश्य खुल रहा है…,,Pending,,
ui.opens.on.keyboard.focus.3da0d784,Opens on keyboard focus,कीबोर्ड फ़ोकस पर खुलता है,,Pending,,
api.message.7c9c9896ea86,Operation id already used.,कार्रवाई आईडी पहले उपयोग हो चुकी है।,,Pending,,
api.message.7415683b1fc3,Operation identifier was already used for another change.,कार्रवाई पहचानकर्ता दूसरे बदलाव में उपयोग हो चुका है।,,Pending,,
menu.hr.hr-ops.label,Operations,संचालन,,Pending,,
field.user.roles.option.operations-analyst,Operations Analyst,संचालन विश्लेषक,,Pending,,
Optional,Optional,वैकल्पिक,,Pending,,
ui.optional.third.party.coverage.4ab70f55,Optional third-party coverage,वैकल्पिक तृतीय पक्ष कवरेज,,Pending,,
Options: {count},Options: {count},विकल्प: {count},,Pending,,
field.consultation.allergies.placeholder,Or 'none known',या 'कोई ज्ञात नहीं',,Pending,,
menu.sales.order-worklist.label,Order Worklist,ऑर्डर कार्यसूची,,Pending,,
column.sales-dashboard.orderDate.label,Order date,ऑर्डर तिथि,,Pending,,
column.sales-dashboard.id.label,Order no.,ऑर्डर संख्या,,Pending,,
column.sales-dashboard.value.label,Order value,ऑर्डर मूल्य,,Pending,,
ui.orderable.catalogue.9aad2b70,Orderable catalogue,उपलब्ध आदेश सूची,,Pending,,
Orders,Orders,आदेश,,Pending,,
menu.healthcare.hc-orders.label,Orders & Results,आदेश और परिणाम,,Pending,,
ui.orders.and.medication.plan.verified.fc6f12b4,Orders and medication plan verified,आदेश और दवा योजना सत्यापित,,Pending,,
Orders on hold,Orders on hold,रोके गए ऑर्डर,,Pending,,
menu.hr.organization.label,Organization,संगठन,,Pending,,
section.hr-dashboard.assignment.description,Organizational scope and ownership.,संगठनात्मक दायरा और स्वामित्व।,,Pending,,
Orientation,Orientation,दिशाबोध,,Pending,,
field.consultation.specialty.option.Orthopaedics,Orthopaedics,अस्थि रोग,,Pending,,
Orthopnoea,Orthopnoea,लेटने पर श्वासकष्ट,,Pending,,
Orthostatic assessment,Orthostatic assessment,खड़े होने संबंधी मूल्यांकन,,Pending,,
Osteoarthritis or chronic musculoskeletal review,Osteoarthritis or chronic musculoskeletal review,ऑस्टियोआर्थराइटिस या दीर्घकालिक मांसपेशी-अस्थि समीक्षा,,Pending,,
Other,Other,अन्य,,Pending,,
field.consultation.outcome.label,Outcome,परिणाम,,Pending,,
ui.outline.eabbf3ab,Outline,रूपरेखा,,Pending,,
Outpatient,Outpatient,बाह्य रोगी,,Pending,,
Outpatient clinics,Outpatient clinics,बाह्य रोगी क्लिनिक,,Pending,,
"Outpatient consultation: presentation, examination, assessment and plan.","Outpatient consultation: presentation, examination, assessment and plan.","बाह्य रोगी परामर्श: लक्षण, परीक्षण, मूल्यांकन और योजना।",,Pending,,
page.consultation-worklist.subtitle,"Outpatient consultations by specialty, clinician and outcome.","विशेषज्ञता, चिकित्सक और परिणाम के अनुसार बाह्य रोगी परामर्श।",,Pending,,
Outpatient visits,Outpatient visits,बाह्य रोगी मुलाकातें,,Pending,,
ui.output.format.93c53d37,Output format,आउटपुट प्रारूप,,Pending,,
Outstanding,Outstanding,बकाया,,Pending,,
ui.overall.completion.73f1bc7e,Overall completion,समग्र पूर्णता,,Pending,,
Overlay,Overlay,ओवरले,,Pending,,
Overtime,Overtime,अतिरिक्त समय,,Pending,,
Overview,Overview,अवलोकन,,Pending,,
Owner,Owner,स्वामी,,Pending,,
Oxygen requirement,Oxygen requirement,ऑक्सीजन आवश्यकता,,Pending,,
ui.page.guide.c2948632,PAGE GUIDE,पृष्ठ गाइड,,Pending,,
PO approvals,PO approvals,खरीद आदेश अनुमोदन,,Pending,,
PO-1108 confirmed by vendor,PO-1108 confirmed by vendor,विक्रेता ने PO-1108 की पुष्टि की,,Pending,,
PO:,PO:,खरीद आदेश:,,Pending,,
ui.po.9b83faea,PO: ,खरीद आदेश: ,,Pending,,
Paediatric,Paediatric,बाल रोग,,Pending,,
"Paediatric context outside Paediatrics. The specialty must explicitly support paediatric practice, age ranges and consent handling.","Paediatric context outside Paediatrics. The specialty must explicitly support paediatric practice, age ranges and consent handling.","बाल चिकित्सा के बाहर बाल संदर्भ। विशेषज्ञता को बाल अभ्यास, आयु सीमाएँ और सहमति स्पष्ट रूप से समर्थित करनी चाहिए।",,Pending,,
"Paediatric context: guardian as source, weight-based safety, age-specific ranges and consent rules apply.","Paediatric context: guardian as source, weight-based safety, age-specific ranges and consent rules apply.","बाल संदर्भ: अभिभावक स्रोत, वजन आधारित सुरक्षा, आयु सीमाएँ और सहमति नियम लागू।",,Pending,,
Paediatric examination,Paediatric examination,बाल परीक्षण,,Pending,,
field.consultation.specialty.option.Paediatrics,Paediatrics,बाल रोग,,Pending,,
Paediatrics with a non-paediatric patient context. Valid for adolescent and transition clinics; confirm the age ranges and permissions are right for this service.,Paediatrics with a non-paediatric patient context. Valid for adolescent and transition clinics; confirm the age ranges and permissions are right for this service.,गैर-बाल संदर्भ में बाल चिकित्सा। किशोर और संक्रमण क्लिनिक में मान्य; सेवा की आयु सीमाएँ और अनुमतियाँ पुष्टि करें।,,Pending,,
Page,Page,पृष्ठ,,Pending,,
menu.library.page-catalog.label,Page Catalog,पृष्ठ कैटलॉग,,Pending,,
Page patterns,Page patterns,पृष्ठ पैटर्न,,Pending,,
ui.page.preferences.752e9e98,Page preferences,पृष्ठ प्राथमिकताएँ,,Pending,,
ui.page.unavailable.for.your.role.3594883a,Page unavailable for your role,आपकी भूमिका के लिए पृष्ठ उपलब्ध नहीं,,Pending,,
column.billing-entry.paid.label,Paid,भुगतान किया,,Pending,,
Pain scale,Pain scale,दर्द मापनी,,Pending,,
Pain score,Pain score,दर्द स्कोर,,Pending,,
Painful arc,Painful arc,दर्दयुक्त चाप,,Pending,,
Palpation,Palpation,स्पर्शन,,Pending,,
Palpitations,Palpitations,धड़कन महसूस होना,,Pending,,
ui.panel.data.is.unavailable.use.refresh.panels.to.retry.452f583a,Panel data is unavailable. Use Refresh panels to retry.,पैनल डेटा उपलब्ध नहीं। पैनल ताज़ा करके फिर कोशिश करें।,,Pending,,
"Parentheses — (1,200)","Parentheses — (1,200)","कोष्ठक — (1,200)",,Pending,,
Parties,Parties,पक्ष,,Pending,,
menu.supply.supply-partners.label,Partners,भागीदार,,Pending,,
"Party identity, commercial profile, addresses, taxation and credit controls.","Party identity, commercial profile, addresses, taxation and credit controls.","पक्ष पहचान, व्यावसायिक प्रोफ़ाइल, पते, कर और क्रेडिट नियंत्रण।",,Pending,,
Passive range,Passive range,निष्क्रिय गति सीमा,,Pending,,
ui.password.e7cf3ef4,Password,पासवर्ड,,Pending,,
ui.paste.the.provider.key.84482375,Paste the provider key,प्रदाता कुंजी पेस्ट करें,,Pending,,
column.patient-master.name.label,Patient,रोगी,,Pending,,
section.healthcare.hc-patient.label,Patient Administration,रोगी प्रशासन,,Pending,,
field.consultation.patient.label,Patient MRN,रोगी चिकित्सा रिकॉर्ड संख्या,,Pending,,
menu.healthcare.patient-master.label,Patient Master,रोगी मास्टर,,Pending,,
"Patient administration, clinical workflow and revenue cycle","Patient administration, clinical workflow and revenue cycle","रोगी प्रशासन, नैदानिक कार्यप्रवाह और राजस्व चक्र",,Pending,,
Patient context,Patient context,रोगी संदर्भ,,Pending,,
ui.pause.858e4ba7,Pause,विराम,,Pending,,
ui.pause.after.current.batch.96705400,Pause after current batch,वर्तमान बैच के बाद रोकें,,Pending,,
menu.payroll.pay-group.label,Pay Group,वेतन समूह,,Pending,,
menu.payroll.pay-structure.label,Pay Structure,वेतन संरचना,,Pending,,
Payables,Payables,देय,,Pending,,
column.patient-master.payer.label,Payer,भुगतानकर्ता,,Pending,,
menu.healthcare.hc-payer.label,Payer & Claims,भुगतानकर्ता और दावे,,Pending,,
menu.healthcare.payer-master.label,Payer Master,भुगतानकर्ता मास्टर,,Pending,,
ui.payer.allocation.policy.references.jurisdiction.and.tax.238b30a7,"Payer allocation, policy references, jurisdiction and tax treatment.","भुगतानकर्ता आवंटन, पॉलिसी संदर्भ, क्षेत्राधिकार और कर व्यवहार।",,Pending,,
ui.payer.arrangement.14ce2e41,Payer arrangement,भुगतानकर्ता व्यवस्था,,Pending,,
Payment,Payment,भुगतान,,Pending,,
Payment batches,Payment batches,भुगतान बैच,,Pending,,
ui.payment.instructions.403c5a8d,Payment instructions,भुगतान निर्देश,,Pending,,
Payment queue,Payment queue,भुगतान कतार,,Pending,,
ui.payment.terms.c81327df,Payment terms,भुगतान की शर्तें,,Pending,,
Payment terms: Net,Payment terms: Net,भुगतान शर्तें: अवधि,,Pending,,
ui.payment.terms.net.d96f2d95,Payment terms: Net ,भुगतान शर्तें: अवधि ,,Pending,,
Payments,Payments,भुगतान,,Pending,,
ui.payments.allocations.659ba939,Payments & allocations,भुगतान और आवंटन,,Pending,,
Payments applied,Payments applied,समायोजित भुगतान,,Pending,,
module.payroll.label,Payroll,वेतन प्रबंधन,,Pending,,
menu.payroll.payroll-adjustment.label,Payroll Adjustment,वेतन समायोजन,,Pending,,
Payroll Aug 2026 ready for approval,Payroll Aug 2026 ready for approval,अगस्त 2026 वेतन अनुमोदन हेतु तैयार,,Pending,,
menu.payroll.pay-calendar.label,Payroll Calendar,वेतन कैलेंडर,,Pending,,
page.payroll-dashboard.title,Payroll Command Center,वेतन नियंत्रण केंद्र,,Pending,,
menu.payroll.payroll-dashboard.label,Payroll Dashboard,वेतन डैशबोर्ड,,Pending,,
menu.payroll.pay-outputs.label,Payroll Outputs,वेतन आउटपुट,,Pending,,
menu.payroll.pay-queues.label,Payroll Queues,वेतन कतारें,,Pending,,
menu.payroll.pay-register.label,Payroll Register,वेतन रजिस्टर,,Pending,,
menu.payroll.payroll-run.label,Payroll Run,वेतन प्रक्रिया,,Pending,,
menu.payroll.pay-settings.label,Payroll Setup,वेतन सेटअप,,Pending,,
menu.payroll.payroll-worklist.label,Payroll Worklist,वेतन कार्यसूची,,Pending,,
Payroll exception,Payroll exception,वेतन अपवाद,,Pending,,
Payroll exceptions,Payroll exceptions,वेतन अपवाद,,Pending,,
Payroll headcount locked,Payroll headcount locked,वेतन कर्मचारी संख्या लॉक,,Pending,,
Payroll run,Payroll run,वेतन प्रक्रिया,,Pending,,
Payroll validation passed,Payroll validation passed,वेतन सत्यापन सफल,,Pending,,
menu.payroll.payslip-report.label,Payslip Distribution,वेतन पर्ची वितरण,,Pending,,
Payslip release,Payslip release,वेतन पर्ची जारी,,Pending,,
Pelvic pain,Pelvic pain,श्रोणि दर्द,,Pending,,
"Pelvic pain, bleeding or pregnancy-related symptom","Pelvic pain, bleeding or pregnancy-related symptom","श्रोणि दर्द, रक्तस्राव या गर्भावस्था लक्षण",,Pending,,
Pending,Pending,लंबित,,Pending,,
Pending pre-auth,Pending pre-auth,लंबित पूर्व प्राधिकरण,,Pending,,
menu.hr.people.label,People,लोग,,Pending,,
People cost / month,People cost / month,मासिक कर्मचारी लागत,,Pending,,
page.hr-dashboard.subtitle,"People, organization, attendance, leave and talent operations","कर्मचारी, संगठन, उपस्थिति, छुट्टी और प्रतिभा संचालन",,Pending,,
Per the applicable obstetric or postpartum protocol.,Per the applicable obstetric or postpartum protocol.,लागू प्रसूति या प्रसवोत्तर प्रोटोकॉल अनुसार।,,Pending,,
Per the facility's configured protocol.,Per the facility's configured protocol.,संस्थान के निर्धारित प्रोटोकॉल अनुसार।,,Pending,,
Perception,Perception,प्रत्यक्षण,,Pending,,
Perceptual symptoms,Perceptual symptoms,प्रत्यक्षण लक्षण,,Pending,,
column.employee-master.performance.label,Performance,प्रदर्शन,,Pending,,
ui.performance.by.branch.f55fd4c6,Performance by branch,शाखा अनुसार प्रदर्शन,,Pending,,
Perfusion,Perfusion,परिसंचरण,,Pending,,
Perinatal mental health,Perinatal mental health,प्रसवकालीन मानसिक स्वास्थ्य,,Pending,,
Period 2026-P08 is locked.,Period 2026-P08 is locked.,अवधि 2026-P08 लॉक है।,,Pending,,
Peripheral oedema,Peripheral oedema,परिधीय सूजन,,Pending,,
Peripheral pulses,Peripheral pulses,परिधीय नाड़ी,,Pending,,
ui.personal.saved.views.cbcb5582,Personal saved views,व्यक्तिगत सहेजे गए दृश्य,,Pending,,
menu.library.personalization.label,Personalization,वैयक्तिकरण,,Pending,,
module.pharmacy.label,Pharmacy,फ़ार्मेसी,,Pending,,
menu.pharmacy.pharmacy-dashboard.label,Pharmacy Dashboard,फ़ार्मेसी डैशबोर्ड,,Pending,,
menu.pharmacy.rx-config.label,Pharmacy Setup,फ़ार्मेसी सेटअप,,Pending,,
ui.phone.63dceb88,Phone,फ़ोन,,Pending,,
Pick a report,Pick a report,रिपोर्ट चुनें,,Pending,,
Pick your columns,Pick your columns,अपने कॉलम चुनें,,Pending,,
Pin or unpin the sidebar,Pin or unpin the sidebar,साइडबार पिन करें या हटाएँ,,Pending,,
ui.pinned.open.51d7cfc4,Pinned open,खुला पिन किया,,Pending,,
ui.pinned.it.pushes.the.page.instead.of.floating.over.it.a7141e77,"Pinned, it pushes the page instead of floating over it",पिन करने पर पृष्ठ के ऊपर तैरने की जगह उसे खिसकाता है,,Pending,,
Pipeline,Pipeline,बिक्री पाइपलाइन,,Pending,,
menu.sales.pipeline-report.label,Pipeline Report,बिक्री पाइपलाइन रिपोर्ट,,Pending,,
field.customer.creditHold.label,Place on credit hold,क्रेडिट पर रोक लगाएँ,,Pending,,
ui.placement.how.it.opens.and.the.palette.the.rail.uses.3bd772d3,"Placement, how it opens, and the palette the rail uses.","स्थान, खुलने का तरीका और साइडबार रंग।",,Pending,,
Plan,Plan,योजना,,Pending,,
Plan attainment,Plan attainment,योजना उपलब्धि,,Pending,,
"Plan, education and follow-up","Plan, education and follow-up","योजना, शिक्षा और अनुवर्ती",,Pending,,
ui.play.tour.6d258106,Play tour,दौरा चलाएँ,,Pending,,
Policy,Policy,नीति,,Pending,,
ui.policy.coverage.number.f5d4fd79,Policy / coverage number,पॉलिसी / कवरेज संख्या,,Pending,,
menu.hr.hr-policy.label,Policy Designer,नीति डिज़ाइनर,,Pending,,
api.message.327e8a4b8b4b,Policy writes require an administrator.,नीति बदलने के लिए प्रशासक आवश्यक है।,,Pending,,
ui.policy.aware.db50d120,Policy-aware,नीति अनुरूप,,Pending,,
ui.policy.controlled.option.c39ca589,Policy-controlled option,नीति नियंत्रित विकल्प,,Pending,,
field.customer.preferredChannels.option.portal,Portal,पोर्टल,,Pending,,
ui.position.6d031af1,Position,स्थिति,,Pending,,
menu.hr.position-master.label,Position Master,पद मास्टर,,Pending,,
ui.post.comment.153dc13a,Post comment,टिप्पणी पोस्ट करें,,Pending,,
ui.post.invoice.fc1694d2,Post invoice,चालान पोस्ट करें,,Pending,,
Post-discharge Review,Post-discharge Review,छुट्टी के बाद समीक्षा,,Pending,,
Postal code,Postal code,डाक कोड,,Pending,,
menu.finance.posting-rules.label,Posting Rules,लेखा पोस्टिंग नियम,,Pending,,
Posting failed,Posting failed,पोस्टिंग विफल,,Pending,,
Posting period,Posting period,पोस्टिंग अवधि,,Pending,,
Prakash Mathew changed 3 line items,Prakash Mathew changed 3 line items,Prakash Mathew ने 3 पंक्ति वस्तुएँ बदलीं,,Pending,,
ui.pre.approval.or.authorization.d360af02,Pre-approval or authorization,पूर्व अनुमोदन या प्राधिकरण,,Pending,,
menu.healthcare.preauthorization.label,Pre-authorisation,पूर्व अनुमति,,Pending,,
Pre-authorisation denied,Pre-authorisation denied,पूर्व प्राधिकरण अस्वीकृत,,Pending,,
Preferences,Preferences,प्राथमिकताएँ,,Pending,,
Preferences imported,Preferences imported,प्राथमिकताएँ आयात हुईं,,Pending,,
Preferred channels,Preferred channels,पसंदीदा माध्यम,,Pending,,
Pregnancy / Postpartum,Pregnancy / Postpartum,गर्भावस्था / प्रसवोत्तर,,Pending,,
"Pregnancy context: gestational status, maternal and fetal warning signs, and medication and imaging safety are surfaced.","Pregnancy context: gestational status, maternal and fetal warning signs, and medication and imaging safety are surfaced.","गर्भावस्था संदर्भ: गर्भ स्थिति, मातृ-भ्रूण चेतावनी संकेत, दवा और इमेजिंग सुरक्षा दिखती हैं।",,Pending,,
Pregnancy status,Pregnancy status,गर्भावस्था स्थिति,,Pending,,
"Pregnancy with Orthopaedics: medication and imaging safety considerations apply. This is a prompt, not a reason to withhold clinically indicated care.","Pregnancy with Orthopaedics: medication and imaging safety considerations apply. This is a prompt, not a reason to withhold clinically indicated care.","गर्भावस्था और अस्थि रोग: दवा और इमेजिंग सुरक्षा लागू। यह संकेत है, आवश्यक देखभाल रोकने का कारण नहीं।",,Pending,,
Pregnancy with Psychiatry: perinatal mental-health pathways and medication-safety considerations apply.,Pregnancy with Psychiatry: perinatal mental-health pathways and medication-safety considerations apply.,गर्भावस्था और मनोरोग: प्रसवकालीन मानसिक स्वास्थ्य और दवा सुरक्षा लागू।,,Pending,,
Preoccupations,Preoccupations,पूर्वव्यस्त विचार,,Pending,,
column.prescription-queue.prescribedOn.label,Prescribed,निर्धारित,,Pending,,
column.prescription-queue.prescriber.label,Prescriber,दवा निर्धारित करने वाला,,Pending,,
column.prescription-queue.id.label,Prescription,पर्चा,,Pending,,
menu.pharmacy.prescription-queue.label,Prescription Queue,पर्ची कतार,,Pending,,
menu.pharmacy.rx-queue.label,Prescriptions,दवा पर्चियाँ,,Pending,,
page.prescription-queue.subtitle,"Prescriptions awaiting dispense, by ward and priority.",वार्ड और प्राथमिकता के अनुसार वितरण की प्रतीक्षा में पर्चे।,,Pending,,
page.medication-review.subtitle,Prescriptions flagged for pharmacist review.,फार्मासिस्ट की समीक्षा के लिए चिह्नित पर्चे।,,Pending,,
Prescriptions today,Prescriptions today,आज के पर्चे,,Pending,,
section.consultation.presentation.title,Presentation,प्रारंभिक लक्षण,,Pending,,
Presentation-specific assessment.,Presentation-specific assessment.,लक्षण विशिष्ट मूल्यांकन।,,Pending,,
field.consultation.chiefComplaint.label,Presenting complaint,वर्तमान शिकायत,,Pending,,
Presenting complaint and history,Presenting complaint and history,वर्तमान शिकायत और इतिहास,,Pending,,
Preventive Review,Preventive Review,निवारक समीक्षा,,Pending,,
ui.preview.324b134f,Preview,पूर्वावलोकन,,Pending,,
Preview {item},Preview {item},{item} का पूर्वावलोकन,,Pending,,
ui.preview.75954c5f,Preview:,पूर्वावलोकन:,,Pending,,
ui.previous.a57b08a4,Previous,पिछला,,Pending,,
ui.previous.approvals.601c366a,Previous approvals,पिछले अनुमोदन,,Pending,,
Previous month,Previous month,पिछला महीना,,Pending,,
Previous outcome,Previous outcome,पूर्व परिणाम,,Pending,,
ui.previous.page.1208ec01,Previous page,पिछला पृष्ठ,,Pending,,
Previous period,Previous period,पिछली अवधि,,Pending,,
ui.previous.step.318c1da8,Previous step,पिछला चरण,,Pending,,
Previous year,Previous year,पिछला वर्ष,,Pending,,
column.product-master.price.label,Price,मूल्य,,Pending,,
menu.sales.price-list.label,Price List,मूल्य सूची,,Pending,,
field.hr-dashboard.category.option.Primary,Primary,प्राथमिक,,Pending,,
ui.primary.action.da2eb576,Primary action,प्राथमिक कार्रवाई,,Pending,,
section.customer.profile.description,Primary commercial identity and classification.,प्राथमिक व्यावसायिक पहचान और वर्गीकरण।,,Pending,,
ui.primary.contact.1700917b,Primary contact,मुख्य संपर्क,,Pending,,
column.patient-master.primaryDiagnosis.label,Primary diagnosis,प्राथमिक निदान,,Pending,,
