message_key,english,current_translation,reviewer,status,proposed_translation,notes
api.message.e4bbf47958bf,Provide 1–500 mapped rows with cells up to 4000 characters.,قدّم من صف واحد إلى 500 صف مربوط بالحقول، بحيث لا تتجاوز الخلية 4000 حرف.,,Pending,,
"Provide item codes, descriptions, positive quantities and valid prices, discounts and tax rates.","Provide item codes, descriptions, positive quantities and valid prices, discounts and tax rates.",أدخل رموز الأصناف والأوصاف وكميات موجبة وأسعاراً وخصومات ومعدلات ضريبية صحيحة.,,Pending,,
ui.provider.and.model.b9fdc888,Provider and model,المزوّد والنموذج,,Pending,,
ui.provider.credential.a97d8364,Provider credential,بيانات اعتماد المزوّد,,Pending,,
ui.provider.id.c03102a8,Provider id,معرّف المزوّد,,Pending,,
ui.provider.label.96cd4b4a,Provider label,تسمية المزوّد,,Pending,,
ui.provider.trains.on.content.0e91e306,Provider trains on content,المزوّد يدرّب على المحتوى,,Pending,,
page.ai-administration.subtitle,"Provider, credential, limits and prompts for this tenant's assistant.",المزوّد وبيانات الاعتماد والحدود والتعليمات لمساعد هذا المستأجر.,,Pending,,
Psychiatry,Psychiatry,الطب النفسي,,Pending,,
Psychomotor activity,Psychomotor activity,النشاط النفسي الحركي,,Pending,,
Psychotropic response and side-effect review,Psychotropic response and side-effect review,مراجعة استجابة الأدوية النفسية وآثارها الجانبية,,Pending,,
field.consultation.pulse.label,Pulse (bpm),النبض (نبضة/دقيقة),,Pending,,
menu.supply.purchase-order.label,Purchase Order,أمر شراء,,Pending,,
menu.supply.purchase-requisition.label,Purchase Requisition,طلب شراء,,Pending,,
ui.purchase.order.reference.ca2589cc,Purchase order reference,مرجع طلب الشراء,,Pending,,
menu.pharmacy.rx-buy.label,Purchasing,الشراء,,Pending,,
field.hr-dashboard.description.placeholder,"Purpose, business rules and notes",الغرض وقواعد العمل والملاحظات,,Pending,,
field.customer.country.option.QA,Qatar,قطر,,Pending,,
Qty,Qty,الكمية,,Pending,,
column.supplier-fin-master.quality.label,Quality,الجودة,,Pending,,
Quantity,Quantity,الكمية,,Pending,,
Quarter to date,Quarter to date,الربع حتى اليوم,,Pending,,
Quarter-end close opens Monday,Quarter-end close opens Monday,يبدأ إغلاق الربع يوم الاثنين,,Pending,,
Quarterly,Quarterly,ربع سنوي,,Pending,,
Question requiring an opinion,Question requiring an opinion,سؤال يحتاج رأياً,,Pending,,
ui.quick.actions.1810407f,Quick actions,إجراءات سريعة,,Pending,,
ui.quick.view.style.c03cba44,Quick view style,نمط العرض السريع,,Pending,,
menu.sales.quotation.label,Quotation,عرض سعر,,Pending,,
Quotes awaiting approval,Quotes awaiting approval,عروض أسعار تنتظر الموافقة,,Pending,,
module.pharmacy.shortLabel,RX,الصيدلية,,Pending,,
Radiation,Radiation,انتشار الألم,,Pending,,
Rail,Rail,الشريط الجانبي,,Pending,,
ui.rail.theme.a27ee6fb,Rail theme,سمة الشريط الجانبي,,Pending,,
ui.rail.tone.ef511345,Rail tone,درجة لون الشريط الجانبي,,Pending,,
ui.rail.tabs.and.wizard.render.the.same.section.and.field.d.8726fb58,"Rail, tabs and wizard render the same section and field definitions.",الشريط والتبويبات والمعالج تعرض تعريفات الأقسام والحقول نفسها.,,Pending,,
Rate,Rate,المعدل,,Pending,,
api.message.5bc34a9bf060,Rate limit reached.,تم بلوغ حد الطلبات.,,Pending,,
Raw materials,Raw materials,المواد الخام,,Pending,,
ui.read.only.for.this.session.0fce39ec,Read only for this session.,للقراءة فقط في هذه الجلسة.,,Pending,,
Readiness,Readiness,الاستعداد,,Pending,,
"Reads the headline figures on this dashboard — their values, movement and footnotes — and explains what they say together.","Reads the headline figures on this dashboard — their values, movement and footnotes — and explains what they say together.",يقرأ أرقام اللوحة وقيمها وتغيراتها وملاحظاتها ويشرح معناها معاً.,,Pending,,
Reads the rows currently in the report — actual against previous and budget — and summarises where the movement is.,Reads the rows currently in the report — actual against previous and budget — and summarises where the movement is.,يقرأ صفوف التقرير الحالية ويقارن الفعلي بالسابق والميزانية ويلخص التغيرات.,,Pending,,
"Reads the unread items in this list — their subject, preview and age — and tells you what is waiting and what looks urgent.","Reads the unread items in this list — their subject, preview and age — and tells you what is waiting and what looks urgent.",يقرأ العناصر غير المقروءة وعناوينها ومعايناتها وعمرها ويحدد المنتظر والعاجل.,,Pending,,
ui.ready.5fa7aac5,Ready,جاهز,,Pending,,
Ready for attestation,Ready for attestation,جاهز للتصديق,,Pending,,
field.user.notes.placeholder,"Reason, restrictions, dependencies or handover notes",السبب أو القيود أو التبعيات أو ملاحظات التسليم,,Pending,,
ui.recalculate.costs.2075b9f0,Recalculate costs,إعادة حساب التكاليف,,Pending,,
Receipt,Receipt,الإيصال,,Pending,,
Receipt Entry,Receipt Entry,إدخال إيصال,,Pending,,
ui.receipts.deposits.credit.applications.and.outstanding.ba.7b311f16,"Receipts, deposits, credit applications and outstanding balance.",المقبوضات والودائع وتطبيقات الائتمان والرصيد المستحق.,,Pending,,
Receivables,Receivables,الذمم المدينة,,Pending,,
menu.finance.receivables-worklist.label,Receivables Worklist,قائمة عمل الذمم المدينة,,Pending,,
menu.supply.receiving-worklist.label,Receiving Worklist,قائمة عمل الاستلام,,Pending,,
Receiving exceptions,Receiving exceptions,استثناءات الاستلام,,Pending,,
ui.recent.panel.changes.newest.first.43be1f92,"Recent panel changes, newest first.",أحدث تغييرات اللوحة أولاً.,,Pending,,
Recent weight change,Recent weight change,تغير الوزن مؤخراً,,Pending,,
ui.recipients.1e8568a8,Recipients,المستلمون,,Pending,,
Reconciled to date,Reconciled to date,تمت المطابقة حتى اليوم,,Pending,,
menu.pharmacy.controlled-reconciliation.label,Reconciliation,التسوية,,Pending,,
ui.reconfigure.7458d4f3,Reconfigure,إعادة التهيئة,,Pending,,
column.hr-dashboard.id.label,Record ID,معرّف السجل,,Pending,,
ui.record.again.eb8d93c6,Record again,التسجيل مجدداً,,Pending,,
Record approval,Record approval,اعتماد السجل,,Pending,,
ui.record.code.23b720ff,Record code,رمز السجل,,Pending,,
ui.record.form.style.3f7e4a31,Record form style,نمط نموذج السجل,,Pending,,
ui.record.forms.labels.inputs.and.section.text.02bb0bea,"Record forms: labels, inputs and section text.",نماذج السجلات: التسميات والمدخلات ونص الأقسام.,,Pending,,
api.message.6ffa5ad70d74,Record no longer exists.,السجل لم يعد موجودًا.,,Pending,,
field.user.owner.label,Record owner,مالك السجل,,Pending,,
api.message.a0ed214592c6,Record panels could not be saved. Retry the operation.,تعذّر حفظ لوحات السجل. أعد المحاولة.,,Pending,,
ui.record.payment.1ef3fba4,Record payment,تسجيل دفعة,,Pending,,
ui.record.sections.6be029e5,Record sections,أقسام السجل,,Pending,,
ui.record.summary.8507711f,Record summary,ملخص السجل,,Pending,,
ui.record.supporting.information.a40993f1,Record supporting information,معلومات السجل الداعمة,,Pending,,
Recording,Recording,جارٍ التسجيل,,Pending,,
Records reviewed,Records reviewed,السجلات المراجعة,,Pending,,
Recovery draft could not be removed,Recovery draft could not be removed,تعذر حذف مسودة الاسترداد,,Pending,,
ui.recovery.draft.saved.record.has.unsaved.changes.a3d2d0f5,Recovery draft saved · record has unsaved changes,حُفظت مسودة الاسترداد · للسجل تغييرات غير محفوظة,,Pending,,
Reduced motion,Reduced motion,تقليل الحركة,,Pending,,
Reference,Reference,المرجع,,Pending,,
Reference:,Reference:,المرجع:,,Pending,,
ui.reference.66d13194,Reference: ,المرجع: ,,Pending,,
ui.references.69824d3b,References,المراجع,,Pending,,
field.consultation.outcome.option.Referred%20for%20imaging,Referred for imaging,إحالة للتصوير,,Pending,,
field.consultation.outcome.option.Referred%20to%20specialist,Referred to specialist,إحالة إلى اختصاصي,,Pending,,
Refine with filters,Refine with filters,تحسين النتائج بالفلاتر,,Pending,,
ui.refresh.0e916101,Refresh,تحديث,,Pending,,
ui.refresh.approvals.fe2ff673,Refresh approvals,تحديث الاعتمادات,,Pending,,
ui.refresh.panels.171a4cfd,Refresh panels,تحديث اللوحات,,Pending,,
ui.refresh.results.04cc9c1a,Refresh results,تحديث النتائج,,Pending,,
ui.region.uae.north.ed499433,Region UAE North,منطقة شمال الإمارات,,Pending,,
field.customer.legalName.placeholder,Registered company or person,شركة أو شخص مسجل,,Pending,,
menu.healthcare.hc-registry.label,Registry,السجل,,Pending,,
ui.reject.ab604a36,Reject,رفض,,Pending,,
ui.reject.selected.7237aa41,Reject selected,رفض المحدد,,Pending,,
api.approval.rejected,Rejected,مرفوض,,Pending,,
ui.related.page.bc7a46d5,Related page,الصفحة المرتبطة,,Pending,,
ui.related.record.id.2def8f74,Related record ID,معرف السجل المرتبط,,Pending,,
Related records,Related records,السجلات المرتبطة,,Pending,,
ui.relationship.label.e30c78d5,Relationship label,وصف العلاقة,,Pending,,
field.consultation.pastHistory.label,Relevant past history,التاريخ السابق ذو الصلة,,Pending,,
ui.reload.bdc090ec,Reload,إعادة التحميل,,Pending,,
ui.reload.views.99af1a0f,Reload views,إعادة تحميل العروض,,Pending,,
ui.remember.filters.and.search.e050a77f,Remember filters and search,تذكّر عوامل التصفية والبحث,,Pending,,
ui.remove.c3812fc4,Remove,إزالة,,Pending,,
ui.remove.item.5a89edf2,Remove item,إزالة العنصر,,Pending,,
ui.remove.stage.1c2a084f,Remove stage,حذف المرحلة,,Pending,,
ui.remove.this.item.b8391ef4,Remove this item?,إزالة هذا العنصر؟,,Pending,,
Remove {item},Remove {item},إزالة {item},,Pending,,
api.message.d936ebd439a1,Removed an item from attachments,أزال عنصرًا من المرفقات,,Pending,,
api.message.4d1afdd96c0d,Removed an item from comments,أزال عنصرًا من التعليقات,,Pending,,
api.message.311d1fb6d240,Removed an item from related,أزال عنصرًا من السجلات المرتبطة,,Pending,,
ui.rename.3064d79a,Rename,إعادة تسمية,,Pending,,
Rename view,Rename view,إعادة تسمية العرض,,Pending,,
"Rendered from the central page registry using the shared shell, theme, access and preference contracts.","Rendered from the central page registry using the shared shell, theme, access and preference contracts.",يُعرض من سجل الصفحات المركزي باستخدام الواجهة والسمة والصلاحيات والتفضيلات المشتركة.,,Pending,,
Renewal actions,Renewal actions,إجراءات التجديد,,Pending,,
Renewal risk increased,Renewal risk increased,زادت مخاطر التجديد,,Pending,,
menu.supply.reorder-rules.label,Reorder Rules,قواعد إعادة الطلب,,Pending,,
menu.supply.reorder-worklist.label,Reorder Worklist,قائمة عمل إعادة الطلب,,Pending,,
column.product-master.reorder.label,Reorder level,مستوى إعادة الطلب,,Pending,,
Reorder proposal generated,Reorder proposal generated,إنشاء اقتراح إعادة طلب,,Pending,,
Reorder proposals,Reorder proposals,اقتراحات إعادة الطلب,,Pending,,
ui.replace.95e15439,Replace,استبدال,,Pending,,
Reply not sent,Reply not sent,لم يُرسل الرد,,Pending,,
Reply to,Reply to,الرد على,,Pending,,
ui.reply.to.ec06f3d2,Reply to ,الرد على ,,Pending,,
ui.report.intelligence.94f0b3e2,Report intelligence,تحليل التقرير,,Pending,,
Report refreshed,Report refreshed,تم تحديث التقرير,,Pending,,
Report scheduled,Report scheduled,تمت جدولة التقرير,,Pending,,
Report view,Report view,عرض التقرير,,Pending,,
Reported mood,Reported mood,المزاج المبلغ عنه,,Pending,,
Reports,Reports,التقارير,,Pending,,
Reproductive and antenatal preventive review,Reproductive and antenatal preventive review,مراجعة وقائية إنجابية وقبل الولادة,,Pending,,
field.user.ticket.label,Request / ticket reference,مرجع الطلب / التذكرة,,Pending,,
ui.request.changes.cb5d9f98,Request changes,طلب تعديلات,,Pending,,
ui.request.changes.for.selected.fcb2ba25,Request changes for selected,طلب تعديلات للمحدد,,Pending,,
api.error.unknown,Request failed: {detail},فشل الطلب: {detail},,Pending,,
ui.requests.per.minute.aa6d477f,Requests per minute,الطلبات في الدقيقة,,Pending,,
ui.requests.this.minute.4eeda76c,Requests this minute,طلبات هذه الدقيقة,,Pending,,
field.user.mfa.label,Require multi-factor authentication,طلب مصادقة متعددة العوامل,,Pending,,
Required,Required,مطلوب,,Pending,,
column.sales-dashboard.requestedDate.label,Required date,التاريخ المطلوب,,Pending,,
Required fields,Required fields,الحقول المطلوبة,,Pending,,
Requires the correct age and sex reference dataset.,Requires the correct age and sex reference dataset.,يتطلب بيانات مرجعية صحيحة للعمر والجنس.,,Pending,,
menu.pharmacy.pharmacy-requisition.label,Requisitions,طلبات الشراء,,Pending,,
Requisitions to approve,Requisitions to approve,طلبات تحتاج موافقة,,Pending,,
Reserved,Reserved,محجوز,,Pending,,
ui.reset.daee7606,Reset,إعادة تعيين,,Pending,,
Reset preferences,Reset preferences,إعادة تعيين التفضيلات,,Pending,,
ui.resize.the.split.206f7291,Resize the split,تغيير حجم التقسيم,,Pending,,
Respiratory,Respiratory,الجهاز التنفسي,,Pending,,
column.patient-master.clinician.label,Responsible clinician,الطبيب المسؤول,,Pending,,
ui.restore.defaults.602f8e63,Restore defaults,استعادة الإعدادات الافتراضية,,Pending,,
ui.restore.draft.a86e1a9f,Restore draft,استعادة المسودة,,Pending,,
ui.restoring.your.session.62e28512,Restoring your session…,جارٍ استعادة جلستك…,,Pending,,
field.hr-dashboard.tags.option.restricted,Restricted,مقيّد,,Pending,,
ui.resubmit.saved.record.5678154a,Resubmit saved record,إعادة إرسال السجل المحفوظ,,Pending,,
ui.result.table.size.12687643,Result / table size,حجم النتائج / الجدول,,Pending,,
ui.result.view.b2f96cd9,Result view,عرض النتائج,,Pending,,
ui.results.219c4a6c,Results,النتائج,,Pending,,
ui.resume.d640c742,Resume,استئناف,,Pending,,
ui.resume.import.f12822f9,Resume import,متابعة الاستيراد,,Pending,,
Retail,Retail,تجزئة,,Pending,,
ui.retention.and.data.sharing.b44d2e81,Retention and data sharing,الاحتفاظ ومشاركة البيانات,,Pending,,
ui.retention.class.846c053a,Retention class,فئة الاحتفاظ,,Pending,,
ui.retention.period.50d23b55,Retention period,مدة الاحتفاظ,,Pending,,
Retro calculation complete,Retro calculation complete,اكتمل الحساب بأثر رجعي,,Pending,,
ui.retry.942087cc,Retry,إعادة المحاولة,,Pending,,
ui.retry.approval.action.d14a0834,Retry approval action,إعادة محاولة إجراء الاعتماد,,Pending,,
ui.retry.change.b38331b5,Retry change,إعادة محاولة التغيير,,Pending,,
ui.retry.failed.rows.6160b90e,Retry failed rows,إعادة محاولة الصفوف الفاشلة,,Pending,,
ui.reusable.select.8715bdac,Reusable select,قائمة اختيار قابلة لإعادة الاستخدام,,Pending,,
ui.reusable.text.input.5e2c4d45,Reusable text input,حقل نص قابل لإعادة الاستخدام,,Pending,,
page.revenue-report.title,Revenue Analysis,تحليل الإيرادات,,Pending,,
section.healthcare.hc-revenue.label,Revenue Cycle,دورة الإيرادات,,Pending,,
Revenue MTD,Revenue MTD,إيرادات الشهر حتى اليوم,,Pending,,
menu.sales.revenue-report.label,Revenue Report,تقرير الإيرادات,,Pending,,
ui.reverse.charge.applies.7b445318,Reverse charge applies,تطبق آلية الاحتساب العكسي,,Pending,,
ui.review.aff0766a,Review,مراجعة,,Pending,,
ui.review.sign.5fdebe08,Review & sign,مراجعة وتوقيع,,Pending,,
Review and sign,Review and sign,مراجعة وتوقيع,,Pending,,
ui.review.before.sending.ea5feec7,Review before sending,المراجعة قبل الإرسال,,Pending,,
ui.review.complete.73e01b91,Review complete,اكتملت المراجعة,,Pending,,
ui.review.latest.version.c57df6b5,Review latest version,مراجعة أحدث إصدار,,Pending,,
ui.review.the.errors.below.confirmation.imports.only.valid.f560aca8,Review the errors below. Confirmation imports only valid rows; invalid rows remain excluded.,راجع الأخطاء أدناه. يتم استيراد الصفوف الصالحة فقط بعد التأكيد؛ وتُستبعد الصفوف غير الصالحة.,,Pending,,
ui.review.the.saved.record.before.deciding.approval.stages.4091af11,Review the saved record before deciding. Approval stages run in order; requesters cannot approve their own submissions.,راجع السجل المحفوظ قبل اتخاذ القرار. تسير مراحل الاعتماد بالترتيب؛ ولا يمكن لمقدمي الطلبات اعتماد طلباتهم.,,Pending,,
Right,Right,يمين,,Pending,,
ui.right.also.suits.right.to.left.languages.9850a688,Right also suits right-to-left languages,اليمين مناسب أيضاً للغات من اليمين لليسار,,Pending,,
Right side panel,Right side panel,لوحة جانبية يمنى,,Pending,,
column.customer-master.risk.label,Risk,المخاطر,,Pending,,
Risk assessment,Risk assessment,تقييم المخاطر,,Pending,,
Risk context,Risk context,سياق المخاطر,,Pending,,
"Risk factors, screening status, anticipatory guidance.","Risk factors, screening status, anticipatory guidance.",عوامل الخطر وحالة الفحص والإرشاد الاستباقي.,,Pending,,
Risk of complications or morbidity,Risk of complications or morbidity,مخاطر المضاعفات أو الاعتلال,,Pending,,
"Risk of patient MANAGEMENT decisions made at the encounter, including options considered and not selected.","Risk of patient MANAGEMENT decisions made at the encounter, including options considered and not selected.",مخاطر قرارات علاج المريض في الزيارة، بما فيها الخيارات المدروسة وغير المختارة.,,Pending,,
field.user.riskLevel.label,Risk profile,ملف المخاطر,,Pending,,
field.customer.riskRating.label,Risk rating,تقييم المخاطر,,Pending,,
menu.hr.role-master.label,Role & Permission,الأدوار والصلاحيات,,Pending,,
section.user.access.description,"Role, branch and module entitlements. Changes are audited.",صلاحيات الأدوار والفروع والوحدات. تخضع التغييرات للتدقيق.,,Pending,,
ui.role.filtered.data.6fa4bb50,Role-filtered data,بيانات مصفاة حسب الدور,,Pending,,
Rolling 90 days,Rolling 90 days,آخر 90 يوماً,,Pending,,
column.prescription-queue.route.label,Route,مسار الإعطاء,,Pending,,
field.consultation.acuity.option.Routine,Routine,روتيني,,Pending,,
ui.row.padding.in.tables.and.cards.0a0a1e81,Row padding in tables and cards.,المسافة الداخلية للصفوف في الجداول والبطاقات.,,Pending,,
"Row {row}, column {column}","Row {row}, column {column}",الصف {row}، العمود {column},,Pending,,
ui.rows.per.page.141b69f9,Rows per page,صفوف لكل صفحة,,Pending,,
Rows: {total} · Ready: {ready} · Imported: {success} · Invalid: {invalid} · Failed: {failed},Rows: {total} · Ready: {ready} · Imported: {success} · Invalid: {invalid} · Failed: {failed},الصفوف: {total} · جاهزة: {ready} · مستوردة: {success} · غير صالحة: {invalid} · فاشلة: {failed},,Pending,,
Run or schedule,Run or schedule,تشغيل أو جدولة,,Pending,,
ui.run.report.6b5c209e,Run report,تشغيل التقرير,,Pending,,
ui.run.the.report.asynchronously.and.deliver.it.by.email.bd54a2b2,Run the report asynchronously and deliver it by email.,تشغيل التقرير في الخلفية وإرساله بالبريد الإلكتروني.,,Pending,,
ui.sha.256.prefix.for.matching.against.a.vault.record.9a588fcb,"SHA-256 prefix, for matching against a vault record.",بادئة SHA-256 للمطابقة مع سجل الخزنة.,,Pending,,
Safety concerns,Safety concerns,مخاوف السلامة,,Pending,,
Safety prompts for {problem} come from governed decision-support content. Record only what was actually assessed.,Safety prompts for {problem} come from governed decision-support content. Record only what was actually assessed.,تعليمات السلامة لـ{problem} تأتي من محتوى دعم قرار معتمد. سجّل فقط ما تم تقييمه فعلاً.,,Pending,,
module.sales.shortLabel,Sales,المبيعات,,Pending,,
module.sales.label,Sales & CRM,المبيعات وإدارة علاقات العملاء,,Pending,,
menu.sales.sales-channel.label,Sales Channel,قناة المبيعات,,Pending,,
page.sales-dashboard.title,Sales Command Center,مركز إدارة المبيعات,,Pending,,
menu.sales.sales-cycle.label,Sales Cycle,دورة المبيعات,,Pending,,
menu.sales.sales-dashboard.label,Sales Dashboard,لوحة المبيعات,,Pending,,
menu.sales.sales-insights.label,Sales Insights,رؤى المبيعات,,Pending,,
menu.sales.sales-invoice.label,Sales Invoice,فاتورة مبيعات,,Pending,,
menu.sales.sales-order.label,Sales Order,أمر بيع,,Pending,,
page.pipeline-report.title,Sales Pipeline,مسار فرص المبيعات,,Pending,,
menu.sales.sales-queues.label,Sales Queues,قوائم انتظار المبيعات,,Pending,,
menu.sales.sales-return.label,Sales Return,مرتجع مبيعات,,Pending,,
menu.sales.sales-settings.label,Sales Setup,إعداد المبيعات,,Pending,,
field.customer.country.option.SA,Saudi Arabia,المملكة العربية السعودية,,Pending,,
Saudi VAT,Saudi VAT,ضريبة القيمة المضافة السعودية,,Pending,,
ui.save.1509f561,Save,حفظ,,Pending,,
ui.save.approval.stages.492223a7,Save approval stages,حفظ مراحل الاعتماد,,Pending,,
Save as PDF,Save as PDF,حفظ بصيغة PDF,,Pending,,
Save changes,Save changes,حفظ التغييرات,,Pending,,
ui.save.consultation.35cf6ad1,Save consultation,حفظ الاستشارة,,Pending,,
ui.save.current.view.add4362f,Save current view,حفظ العرض الحالي,,Pending,,
ui.save.draft.3de10010,Save draft,حفظ مسودة,,Pending,,
ui.save.invoice.b2c532bf,Save invoice,حفظ الفاتورة,,Pending,,
ui.save.limits.237e964b,Save limits,حفظ الحدود,,Pending,,
ui.save.name.b7297226,Save name,حفظ الاسم,,Pending,,
api.message.3577a1fc0bff,Save or select an existing record before using these panels.,احفظ سجلًا أو اختر سجلًا موجودًا قبل استخدام هذه اللوحات.,,Pending,,
api.message.c8a74c7ae2a7,Save or select an existing record first.,احفظ سجلًا أو اختر سجلًا موجودًا أولًا.,,Pending,,
ui.save.provider.4986554f,Save provider,حفظ المزوّد,,Pending,,
ui.save.record.0ad417a9,Save record,حفظ السجل,,Pending,,
ui.save.the.record.before.submitting.it.for.approval.9161f6f6,Save the record before submitting it for approval.,احفظ السجل قبل تقديمه للموافقة.,,Pending,,
ui.save.the.record.to.add.attachments.comments.and.related.a87df725,"Save the record to add attachments, comments and related records.",احفظ السجل لإضافة المرفقات والتعليقات والسجلات المرتبطة.,,Pending,,
Save these ordered stages for future submissions?,Save these ordered stages for future submissions?,حفظ هذه المراحل المرتبة للتقديمات المستقبلية؟,,Pending,,
ui.save.view.21153875,Save view,حفظ العرض,,Pending,,
ui.saved.b5c120b3,Saved,محفوظ,,Pending,,
menu.library.saved-views.label,Saved Views,طرق العرض المحفوظة,,Pending,,
ui.saved.record.changed.the.requester.must.resubmit.it.this.7afe52e7,Saved record changed — the requester must resubmit it. This approval applies to the earlier saved version.,تغيّر السجل المحفوظ؛ يجب إعادة تقديمه. تنطبق هذه الموافقة على الإصدار السابق.,,Pending,,
ui.saved.to.your.account.and.applied.everywhere.the.moment.810675e5,Saved to your account and applied everywhere the moment you change them.,تُحفظ في حسابك وتُطبق فور تغييرها في كل مكان.,,Pending,,
Saved view created,Saved view created,تم إنشاء العرض المحفوظ,,Pending,,
ui.saved.views.81184cb5,Saved views,طرق العرض المحفوظة,,Pending,,
Saved {date},Saved {date},تم الحفظ {date},,Pending,,
Saving,Saving,جارٍ الحفظ,,Pending,,
ui.saving.8d3085ef,Saving ,جارٍ الحفظ ,,Pending,,
ui.saving.change.c0ce71ff,Saving change…,جارٍ حفظ التغيير…,,Pending,,
ui.saving.23e39291,Saving…,جارٍ الحفظ…,,Pending,,
ui.scan.lookup.31816582,Scan / lookup,مسح / بحث,,Pending,,
ui.schedule.f4830a1d,Schedule,جدولة,,Pending,,
ui.schedule.name.60918e4f,Schedule name,اسم الجدولة,,Pending,,
ui.schedule.report.delivery.e7dd43ec,Schedule report delivery,جدولة تسليم التقرير,,Pending,,
Scheduled delivery is not connected. No report will be sent.,Scheduled delivery is not connected. No report will be sent.,التسليم المجدول غير متصل. لن يتم إرسال أي تقرير.,,Pending,,
Schema first,Schema first,المخطط أولاً,,Pending,,
ui.schema.driven.681609f3,Schema-driven,قائم على المخطط,,Pending,,
"Schema-driven rail, tabs and wizard presentation","Schema-driven rail, tabs and wizard presentation",عرض بالشريط والتبويبات والمعالج قائم على المخطط,,Pending,,
School and function,School and function,المدرسة والوظيفة,,Pending,,
Scope of this screen,Scope of this screen,نطاق هذه الشاشة,,Pending,,
ui.search.49c266ba,Search,بحث,,Pending,,
ui.search.every.configured.module.master.transaction.report.05e26683,"Search every configured module, master, transaction, report and utility.",ابحث في جميع الوحدات والبيانات الأساسية والمعاملات والتقارير والأدوات المهيأة.,,Pending,,
ui.search.matching.311a26c4,Search matching,مطابقة البحث,,Pending,,
ui.search.menu.30a52f50,Search menu,البحث في القائمة,,Pending,,
Search options,Search options,البحث في الخيارات,,Pending,,
"Search pages, modules and actions…","Search pages, modules and actions…",ابحث عن الصفحات والوحدات والإجراءات…,,Pending,,
Search preferences…,Search preferences…,ابحث في التفضيلات…,,Pending,,
"Search records, IDs, names…","Search records, IDs, names…",ابحث عن السجلات والمعرفات والأسماء…,,Pending,,
ui.search.settings.255b076d,Search settings,البحث في الإعدادات,,Pending,,
ui.search.settings.57054c5a,Search settings…,ابحث في الإعدادات…,,Pending,,
Search the menu,Search the menu,البحث في القائمة,,Pending,,
Search the {module} menu,Search the {module} menu,البحث في قائمة {module},,Pending,,
Search {label},Search {label},البحث في {label},,Pending,,
Search {label}…,Search {label}…,البحث في {label}…,,Pending,,
Search {module} menu…,Search {module} menu…,ابحث في قائمة {module}…,,Pending,,
"Search {page} by ID, name or any visible value…","Search {page} by ID, name or any visible value…",ابحث في {page} بالمعرف أو الاسم أو أي قيمة ظاهرة…,,Pending,,
page.accessibility.subtitle,"Search, review and manage accessibility records with saved views and configurable actions.",ابحث في سجلات إمكانية الوصول وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.ar-aging-report.subtitle,"Search, review and manage accounts receivable aging records with saved views and configurable actions.",ابحث في سجلات أعمار الذمم المدينة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.admission-worklist.subtitle,"Search, review and manage admissions records with saved views and configurable actions.",ابحث في سجلات التنويم وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.appointment-worklist.subtitle,"Search, review and manage appointments records with saved views and configurable actions.",ابحث في سجلات المواعيد وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.fin-approvals.subtitle,"Search, review and manage approval matrix records with saved views and configurable actions.",ابحث في سجلات مصفوفة الاعتماد وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.sales-approval.subtitle,"Search, review and manage approval rules records with saved views and configurable actions.",ابحث في سجلات قواعد الاعتماد وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.hr-workflow.subtitle,"Search, review and manage approval workflow records with saved views and configurable actions.",ابحث في سجلات سير عمل الاعتماد وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.approval-worklist.subtitle,"Search, review and manage approval worklist records with saved views and configurable actions.",ابحث في سجلات قائمة عمل الاعتماد وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.attendance-adjustment.subtitle,"Search, review and manage attendance adjustment records with saved views and configurable actions.",ابحث في سجلات تعديل الحضور وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.attendance-anomalies.subtitle,"Search, review and manage attendance anomalies records with saved views and configurable actions.",ابحث في سجلات استثناءات الحضور وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.attendance-report.subtitle,"Search, review and manage attendance report records with saved views and configurable actions.",ابحث في سجلات تقرير الحضور وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.balance-sheet-report.subtitle,"Search, review and manage balance sheet records with saved views and configurable actions.",ابحث في سجلات الميزانية العمومية وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
